id,NameLatNom,rus,NameLatGen,Type,VrdG,VsdG,GttsPerMl,Density,E_Factor,KUO,KV,Solubility,Storage,InteractionNotes,ointment_entry_type,ointment_solvent_inn_key,ointment_ratio_solute_to_solvent,ointment_note,PedsVrdG,PedsRdG,VrdChild_0_1,VrdChild_1_6,VrdChild_7_14,NeedsTrituration,ByComposition,PharmActivity,ByNature,PhysicalState,IsListA_Poison,NaturalGroup,IsNarcotic,List_A,List_B,HerbalPart,PrepMethod,HerbalRatio,WaterTempC,HeatBathMin,StandMin,CoolMin,Strain,PressMarc,BringToVolume,ShelfLifeHours,StoragePrepared,NotesHerbal,IsHerbalMix,MixComponents,MixUse,ExtractionSolvent,TinctureRatio,MacerationDays,ShakeDaily,Filter,StorageTincture,ExtractType,ExtractSolvent,ExtractRatio,ExtractStd,IsOintmentFitocomp,OintmentBase,OintmentStrength,UseRoute,Process,BufferType,BufferPH,BufferMolarity,BufferComponents,SolventType,Sterile,NotesSolvent,BaseType,NotesBase,dissolution_type
308,Aqua Foeniculi,Фенхелевая вода,Aquae Foeniculi,Aux,,,,1.0,1.0,1.0,,1:1,CoolPlace,EssentialOilVolatility,,,,,,,,,NO,Вспомогательное вещество,Ветрогонное,Природные,Жидкие,NO,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oral / Topical,,,,,,Dill water,NO,Prepared from fennel oil (1:1000).,,,,
309,Aqua Menthae piperitae,Мятная вода,Aquae Menthae piperitae,Aux,,,,1.0,1.0,1.0,,1:1,CoolPlace,EssentialOilVolatility,,,,,,,,,NO,Вспомогательное вещество,Корригирующее,Природные,Жидкие,NO,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oral / Topical,,,,,,Peppermint water,NO,Prepared from peppermint oil (1:1000).,,,,
310,Aqua Rosae,Розовая вода,Aquae Rosae,Aux,,,,1.0,1.0,1.0,,1:1,CoolPlace,EssentialOilVolatility,,,,,,,,,NO,Вспомогательное вещество,Корригирующее,Природные,Жидкие,NO,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Topical / Ophthalmic,,,,,,Rose water,NO,Prepared from rose oil (1:1000).,,,,
311,Aqua Tiliae,Вода липы,Aquae Tiliae,Aux,,,,1.0,1.0,1.0,,1:1,CoolPlace,LightProtected,,,,,,,,,NO,Вспомогательное вещество,Седативное,Природные,Жидкие,NO,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oral / Topical,,,,,,Linden water,NO,Obtained by distillation of linden blossoms.,,,,
312,Benzoic acid,Кислота бензойная,Acidi benzoici,Aux,,,,,,,,,,,,,,,,,,,,NO,Лекарственное вещество,Несильнодействующие,Синтетические,Твердые,NO,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
313,Benzyl alcohol,Бензиловый спирт,Alcoholis benzylici,Aux,,,,,,,,,,,,,,,,,,,,NO,Лекарственное вещество,Несильнодействующие,Синтетические,Жидкие,NO,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
314,Bolus alba,Болюс белый,Boli albae,Aux,,,,,,,,,,,,,,,,,,,,NO,Лекарственное вещество,Несильнодействующие,Синтетические,Твердые,NO,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
315,Butyl parahydroxybenzoate,Бутилпарагидроксибензоат,Butylii parahydroxybenzoatis,Aux,,,,,,,,,,,,,,,,,,,,NO,Лекарственное вещество,Несильнодействующие,Синтетические,Твердые,NO,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
316,Cetyl alcohol,Цетиловый спирт,Alcoholis cetylici,Aux,,,,,,,,,,,,,,,,,,,,NO,Лекарственное вещество,Несильнодействующие,Синтетические,Твердые,NO,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
317,Citric acid,Кислота лимонная,Acidi citrici,Aux,,,,,,,,,,,,,,,,,,,,NO,Лекарственное вещество,Несильнодействующие,Синтетические,Твердые,NO,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318,Dextrose,Декстроза,Glucosi,Aux,,,,,,0.69,,Легко розчинна у воді,У щільно закупореній тарі,,,,,,,,,,,NO,Лекарственное вещество,Несильнодействующие,Синтетические,Твердые,NO,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
319,Glucose,Глюкоза,Glucosi,Aux,,,,,,0.69,,Легко розчинна у воді,У щільно закупореній тарі,,emulsion,aqua purificata,,,,,,,,NO,Лекарственное вещество,Несильнодействующие,Синтетические,Твердые,NO,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320,Glucosum,глюкоза,Glucosi,Aux,,,,,,0.69,,Легко розчинна у воді,У щільно закупореній тарі,,emulsion,aqua purificata,,,,,,,,NO,Лекарственное вещество,Несильнодействующие,Синтетические,Твердые,NO,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
321,Glyceryl monostearate,Глицерилмоностеарат,Glycerol monostearatis,Aux,,,,,,,,,,,,,,,,,,,,NO,Лекарственное вещество,Несильнодействующие,Синтетические,Мягкие,NO,,NO,NO,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
322,Hydrochloric acid,Соляная кислота,Acidi hydrochlorici,Aux,,,,,,,,,,,,,,,,,,,,NO,Лекарственное вещество,Несильнодействующие,Синтетические,Твердые,NO,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323,Lactose,Лактоза,Sacchari lactis,Aux,,,,,,,,,,,,,,,,,,,,NO,Лекарственное вещество,Несильнодействующие,Синтетические,Твердые,NO,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
324,Propylene glycol,Пропиленгликоль,Propylenglycoli,Aux,,,,,,,,,,,,,,,,,,,,NO,Лекарственное вещество,Несильнодействующие,Синтетические,Твердые,NO,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
325,Saccharum lactis,Молочный сахар,Sacchari lactis,Aux,,,,,,,,,,"Легко розчинний у воді, мало в спирті",У сухому місці,,,,,,,,,NO,false,Наповнювач,Organic,Твердые,NO,Synthetic,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",,",
326,Sirupus Althaeae,Сироп Алтеи,Sirupi Althaeae,Aux,,,,,,,,,,,,,,,,,,,,NO,Лекарственное вещество,Несильнодействующие,Синтетические,Жидкие,NO,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
327,Sirupus simplex,Простой сироп,Sirupi simplicis,Aux,,,,,,,,,,,,,,,,,,,,NO,Лекарственное вещество,Несильнодействующие,Синтетические,Жидкие,NO,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
328,Talc,Тальк,Talci,Aux,,,,,,,,,,,,,,,,,,,,NO,Лекарственное вещество,Несильнодействующие,Синтетические,Твердые,NO,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
329,Talcum,Тальк,Talci,Aux,,,,,,,,,,,,,,,,,,,,NO,Лекарственное вещество,Несильнодействующие,Синтетические,Твердые,NO,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
330,Tartaric acid,Винная кислота,Acidi tartarici,Aux,,,,,,,,,,,,,,,,,,,,NO,Лекарственное вещество,Несильнодействующие,Синтетические,Твердые,NO,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
331,Tragacanth,трагакант,Tragacanthae,Aux,,,,,,,,,,,,,,,,,,,,NO,Лекарственное вещество,Несильнодействующие,Синтетические,Твердые,NO,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
332,Triethanolamine,Триэтаноламин,Triethanolamini,Aux,,,,,,,,,,,,,,,,,,,,NO,Лекарственное вещество,Несильнодействующие,Синтетические,Жидкие,NO,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
333,White wax,Воск белый,Cerae albae,Aux,,,,,,,,,,,,,,,,,,,,NO,Лекарственное вещество,Несильнодействующие,Синтетические,Твердые,NO,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
334,Xylene,Ксилол,Xyleni,Aux,,,,,,,,,,,,,,,,,,,,NO,Лекарственное вещество,Несильнодействующие,Синтетические,Твердые,NO,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335,Yellow beeswax,Воск желтый,Cerae flavae,Aux,,,,,,,,,,,,,,,,,,,,NO,Лекарственное вещество,Несильнодействующие,Синтетические,Твердые,NO,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
336,Zinc stearate,Цинк стеарат,Zinci stearatis,Aux,,,,,,,,,,,,,,,,,,,,NO,Лекарственное вещество,Несильнодействующие,Синтетические,Твердые,NO,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
337,Adeps suillus,Жирная свинья,Adipis suilli,Base,,,,,,,,,,,,,,,,,,,,NO,Лекарственное вещество,Несильнодействующие,Синтетические,Мягкие,NO,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
338,Apricot kernel oil,Масло абрикосовых косточек,Olei Armeniacae,Base,,,,,,,,,,,,,,,,,,,,NO,Лекарственное вещество,Несильнодействующие,Синтетические,Жидкие,NO,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
339,Arachis oil,Арахисовое масло,Olei Arachidis,Base,,,,,,,,,,,,,,,,,,,,NO,Лекарственное вещество,Несильнодействующие,Синтетические,Жидкие,NO,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340,Carbomerum,Карбомер,Carbomerum,Base,,,,,,,,,"15-25°C, tightly closed",,,,,,,,,,,NO,,,,Твердые,,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Topical,,,,,,,NO,,Carbomer gel base,"Gelling agent; requires neutralization (e.g. NaOH, TEA).",
341,Helianthi oleum,Гелиант масло,Helianthi olei,Base,,,,,,,,,,,,,,,,,,,,NO,Лекарственное вещество,Несильнодействующие,Синтетические,Жидкие,NO,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342,Lanolin,Ланолин,Lanolini,Base,,,,,,,,,,,,,,,,,,,,NO,Лекарственное вещество,Несильнодействующие,Синтетические,Мягкие,NO,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
343,Lanolinum anhydricum,Безводный ланолин,Lanolini anhydrici,Base,,,,,,,,"Практично нерозчинний у воді, розчинний у хлороформі","У прохолодному, захищеному від світла місці",,,,,,,,,,,NO,Лекарственное вещество,Несильнодействующие,Синтетические,Мягкие,NO,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
344,Lanolinum hydricum,Гидрокси ланолин,Lanolini hydrici,Base,,,,,,,,,,,,,,,,,,,,NO,Лекарственное вещество,Несильнодействующие,Синтетические,Мягкие,NO,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
345,Macrogolum 1500 (PEG 1500),Макрогол 1500 (ПЭГ 1500),Macrogolum 1500 (PEG 1500),Base,,,,,,,,,"15-25°C, tightly closed",,,,,,,,,,,NO,,,,Твердые,,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Topical,,,,,,,NO,,PEG base,Solid polyethylene glycol; used in PEG ointment bases.,
346,Macrogolum 400 (PEG 400),Макрогол 400 (ПЭГ 400),Macrogolum 400 (PEG 400),Base,,,,,,,,,"15-25°C, tightly closed",,,,,,,,,,,NO,,,,Жидкие,,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Topical / Oral,,,,,,,NO,,PEG base,Liquid polyethylene glycol; solvent and ointment base component.,
347,Oleum Cacao,Олеум Какао,Olei Cacao,Base,,,,0.95,1.0,,,,,Основна жирова основа,,,,,,,,,,NO,Лекарственное вещество,Несильнодействующие,Синтетические,Мягкие,NO,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
348,Oleum Persicorum,Масло персиковое,Oleum Persicorum,Base,,,,,,,,,"15-25°C, protect from light",,,,,,,,,,,NO,,,,Жидкие,,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Topical / Oral,,,,,,,NO,,Fatty oil base,Peach oil; used as oily vehicle for solutions and ointments.,
349,Oleum Vaselini,Масло вазелиновое,Olei Vaselini,Base,,,,,,,,,,,,,,,,,,,,NO,Лекарственное вещество,Несильнодействующие,Синтетические,Жидкие,NO,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350,Olive oil,Оливковое масло,Olei Olivarum,Base,,,,,,,,,,,,,,,,,,,,NO,Лекарственное вещество,Несильнодействующие,Синтетические,Жидкие,NO,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351,Paraffin,Парафин,Paraffini,Base,,,,,,,,,,,,,,,,,,,,NO,Лекарственное вещество,Несильнодействующие,Синтетические,Мягкие,NO,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352,Paraffinum liquidum,Жидкий парафин,Paraffini liquidi,Base,,,,,,,,,,,,,,,,,,,,NO,Лекарственное вещество,Несильнодействующие,Синтетические,Жидкие,NO,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
353,Solutio Natrii chloridi 0.9% (Isotonica),"Раствор натрия хлорида 0,9% (Изотонический)",Solutio Natrii chloridi 0.9%,Base,,,,,,,,,According to sterility requirements,,,,,,,,,,,NO,,,,Жидкие,,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Parenteral / Ophthalmic / Nasal,,,,,,,YES,,Isotonic solution,0.9% NaCl solution; isotonic with blood plasma.,
354,Suppocire,Предполагать,Suppociri,Base,,,,0.94,1.0,,,,,Синтетична основа,,,,,,,,,,NO,Лекарственное вещество,Несильнодействующие,Синтетические,Твердые,NO,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355,Vaseline,Вазелин,Vaselini,Base,,,,,,,,Практично нерозчинний у воді та спирті,У захищеному від світла місці,,,,,,,,,,,NO,Лекарственное вещество,Несильнодействующие,Синтетические,Мягкие,NO,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
356,Vaselinum,Вазелин,Vaselini,Base,,,,,,,,Практично нерозчинний у воді та спирті,У захищеному від світла місці,,,,,,,,,,,NO,Лекарственное вещество,Несильнодействующие,Синтетические,Мягкие,NO,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
357,Wool fat,Шерстяной жир,Adipis lanae,Base,,,,,,,,,,,,,,,,,,,,NO,Лекарственное вещество,Несильнодействующие,Синтетические,Твердые,NO,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
358,Solutio acetatis pH 4.5,"Ацетатный раствор pH 4,5",Solutio acetatis pH 4.5,BufferSolution,,,,,,,,,"15-25°C, tightly closed",,,,,,,,,,,NO,,,,Жидкие,,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Topical / Oral,,Acetate,4.5,0.1 M,Acidum aceticum; Natrii acetas,,,,,,
359,Solutio boratis pH 8.0,"Раствор бората pH 8,0",Solutio boratis pH 8.0,BufferSolution,,,,,,,,,"15-25°C, tightly closed",,,,,,,,,,,NO,,,,Жидкие,,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ophthalmic / External,,Borate,8.0,0.05 M,Acidum boricum; Natrii boras,,,,,,
360,Solutio carbonatis pH 9.0,"Карбонатный раствор pH 9,0",Solutio carbonatis pH 9.0,BufferSolution,,,,,,,,,"15-25°C, tightly closed",,,,,,,,,,,NO,,,,Жидкие,,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,External,,Carbonate,9.0,0.1 M,Natrii carbonas; Natrii hydrogenocarbonas,,,,,,
361,Solutio citratis pH 3.0,"Цитратный раствор pH 3,0",Solutio citratis pH 3.0,BufferSolution,,,,,,,,,"15-25°C, tightly closed",,,,,,,,,,,NO,,,,Жидкие,,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oral,,Citrate,3.0,0.05 M,Acidum citricum; Natrii citras,,,,,,
362,Solutio citratis pH 5.0,"Цитратный раствор pH 5,0",Solutio citratis pH 5.0,BufferSolution,,,,,,,,,"15-25°C, tightly closed",,,,,,,,,,,NO,,,,Жидкие,,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oral / Topical,,Citrate,5.0,0.1 M,Acidum citricum; Natrii citras,,,,,,
363,Solutio phosphatis pH 6.8,"Фосфатный раствор pH 6,8",Solutio phosphatis pH 6.8,BufferSolution,,,,,,,,,"15-25°C, tightly closed",,,,,,,,,,,NO,,,,Жидкие,,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oral / Topical,,Phosphate,6.8,0.05 M,Natrii dihydrogenophosphas; Dinatrii hydrogenophosphas,,,,,,
364,Solutio phosphatis pH 7.4,"Фосфатный раствор pH 7,4",Solutio phosphatis pH 7.4,BufferSolution,,,,,,,,,"15-25°C, tightly closed",,,,,,,,,,,NO,,,,Жидкие,,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ophthalmic / Parenteral,,Phosphate,7.4,0.1 M,Natrii dihydrogenophosphas; Dinatrii hydrogenophosphas,,,,,,
365,Extractum Althaeae siccum,Сухой экстракт Алтея,Extractum Althaeae siccum,Extract,,,,,,,,,"15-25°C, tightly closed, protect from light",,,,,,,,,,,NO,,,Природные,Твердые,,Растительное сырье,NO,NO,NO,,,,,,,,,,,,,,,Althaea radix::100,Demulcent,,,,,,,Siccum,Water,DER 3-5:1,,,,,,,,,,,,,,,,
366,Extractum Anisi fluidum,Жидкий экстракт аниса,Extractum Anisi fluidum,Extract,,,,,,,,,"15-25°C, tightly closed, protect from light",,,,,,,,,,,NO,,,Природные,Жидкие,,Растительное сырье,NO,NO,NO,,,,,,,,,,,,,,,Anisi fructus::100,Carminative,,,,,,,Fluidum,Ethanol 70%,1:1,,,,,,,,,,,,,,,,
367,Extractum Betulae siccum,Сухой экстракт березы,Extractum Betulae siccum,Extract,,,,,,,,,"15-25°C, tightly closed, protect from light",,,,,,,,,,,NO,,,Природные,Твердые,,Растительное сырье,NO,NO,NO,,,,,,,,,,,,,,,Betulae folia::100,Diuretic,,,,,,,Siccum,Water,DER 4-6:1,,,,,,,,,,,,,,,,
368,Extractum Calendulae siccum,Сухой экстракт календулы,Extractum Calendulae siccum,Extract,,,,,,,,,"15-25°C, tightly closed, protect from light",,,,,,,,,,,NO,,,Природные,Твердые,,Растительное сырье,NO,NO,NO,,,,,,,,,,,,,,NO,Calendula flores::100,Antiseptic,,,,,,,Siccum,Ethanol/Water,DER 3-5:1,,,,,,,,,,,,,,,,
369,Extractum Chamomillae siccum,Сухой экстракт ромашки,Extractum Chamomillae siccum,Extract,,,,,,,,,"15-25°C, tightly closed, protect from light",,,,,,,,,,,NO,,,Природные,Твердые,,Растительное сырье,NO,NO,NO,,,,,,,,,,,,,,,Chamomilla flores::100,Anti-inflammatory,,,,,,,Siccum,Ethanol/Water,DER 3-6:1,,,,,,,,,,,,,,,,
370,Extractum Crataegi fluidum,Жидкий экстракт боярышника,Extractum Crataegi fluidum,Extract,,,,,,,,,"15-25°C, tightly closed, protect from light",,,,,,,,,,,NO,,,Природные,Жидкие,,Растительное сырье,NO,NO,NO,,,,,,,,,,,,,,NO,Crataegi fructus::100,Cardiotonic,,,,,,,Fluidum,Ethanol 70%,1:1,,,,,Oral,,,,,,,,,,,
371,Extractum Crataegi siccum,Сухой экстракт крапивы,Extractum Crataegi siccum,Extract,,,,,,,,,"15-25°C, tightly closed, protect from light",,,,,,,,,,,NO,,,Природные,Твердые,,Растительное сырье,NO,NO,NO,,,,,,,,,,,,,,,Crataegi fructus::100,Cardiotonic,,,,,,,Siccum,Ethanol/Water,DER 4-7:1,,,,,,,,,,,,,,,,
372,Extractum Echinaceae fluidum,Жидкий экстракт эхинацеи,Extractum Echinaceae fluidum,Extract,,,,,,,,,"15-25°C, tightly closed, protect from light",,,,,,,,,,,NO,,,Природные,Жидкие,,Растительное сырье,NO,NO,NO,,,,,,,,,,,,,,NO,Echinacea purpurea herba::100,Immunostimulant,,,,,,,Fluidum,Ethanol 70%,1:1,,,,,Oral,,,,,,,,,,,
373,Extractum Eleutherococci fluidum,Жидкий экстракт элеутерококка,Extractum Eleutherococci fluidum,Extract,,,,,,,,,"15-25°C, tightly closed, protect from light",,,,,,,,,,,NO,,,Природные,Жидкие,,Растительное сырье,NO,NO,NO,,,,,,,,,,,,,,NO,Eleutherococcus radix::100,Adaptogen,,,,,,,Fluidum,Ethanol 70%,1:1,,,,,Oral,,,,,,,,,,,
374,Extractum Eucalypti fluidum,Жидкий экстракт эвкалипта,Extractum Eucalypti fluidum,Extract,,,,,,,,,"15-25°C, tightly closed, protect from light",,,,,,,,,,,NO,,,Природные,Жидкие,,Растительное сырье,NO,NO,NO,,,,,,,,,,,,,,,Eucalypti folia::100,Antiseptic,,,,,,,Fluidum,Ethanol 70%,1:1,,,,,,,,,,,,,,,,
375,Extractum Foeniculi fluidum,Экстракт жидкости Феникса,Extractum Foeniculi fluidum,Extract,,,,,,,,,"15-25°C, tightly closed, protect from light",,,,,,,,,,,NO,,,Природные,Жидкие,,Растительное сырье,NO,NO,NO,,,,,,,,,,,,,,,Foeniculi fructus::100,Carminative,,,,,,,Fluidum,Ethanol 70%,1:1,,,,,,,,,,,,,,,,
376,Extractum Ginseng fluidum,Жидкий экстракт женьшеня,Extractum Ginseng fluidum,Extract,,,,,,,,,"15-25°C, tightly closed, protect from light",,,,,,,,,,,NO,,,Природные,Жидкие,,Растительное сырье,NO,NO,NO,,,,,,,,,,,,,,,Panax ginseng radix::100,Adaptogen,,,,,,,Fluidum,Ethanol 70%,1:1,,,,,,,,,,,,,,,,
377,Extractum Ginseng siccum,Сухой экстракт женьшеня,Extractum Ginseng siccum,Extract,,,,,,,,,"15-25°C, tightly closed, protect from light",,,,,,,,,,,NO,,,Природные,Твердые,,Растительное сырье,NO,NO,NO,,,,,,,,,,,,,,,Panax ginseng radix::100,Adaptogen,,,,,,,Siccum,Ethanol/Water,DER 5-10:1,,,,,,,,,,,,,,,,
378,Extractum Glycyrrhizae siccum,Сухой экстракт солодки,Extractum Glycyrrhizae siccum,Extract,,,,,,,,,"15-25°C, tightly closed, protect from light",,,,,,,,,,,NO,,,Природные,Твердые,,Растительное сырье,NO,NO,NO,,,,,,,,,,,,,,NO,Glycyrrhizae radix::100,Expectorant,,,,,,,Siccum,Water,DER 4-6:1,,,,,Oral,,,,,,,,,,,
379,Extractum Hyperici siccum,Сухой экстракт зверобоя,Extractum Hyperici siccum,Extract,,,,,,,,,"15-25°C, tightly closed, protect from light",,,,,,,,,,,NO,,,Природные,Твердые,,Растительное сырье,NO,NO,NO,,,,,,,,,,,,,,NO,Hypericum herba::100,Antidepressant-like,,,,,,,Siccum,Ethanol/Water,DER 3-7:1,,,,,Oral,,,,,,,,,,,
380,Extractum Leonuri fluidum,Жидкий экстракт Леонури,Extractum Leonuri fluidum,Extract,,,,,,,,,"15-25°C, tightly closed, protect from light",,,,,,,,,,,NO,,,Природные,Жидкие,,Растительное сырье,NO,NO,NO,,,,,,,,,,,,,,NO,Leonurus cardiaca herba::100,Sedative,,,,,,,Fluidum,Ethanol 70%,1:1,,,,,Oral,,,,,,,,,,,
381,Extractum Leonuri siccum,Сухой экстракт Леонури,Extractum Leonuri siccum,Extract,,,,,,,,,"15-25°C, tightly closed, protect from light",,,,,,,,,,,NO,,,Природные,Твердые,,Растительное сырье,NO,NO,NO,,,,,,,,,,,,,,,Leonurus herba::100,Sedative,,,,,,,Siccum,Ethanol/Water,DER 3-6:1,,,,,,,,,,,,,,,,
382,Extractum Plantaginis siccum,Сухой экстракт подорожника,Extractum Plantaginis siccum,Extract,,,,,,,,,"15-25°C, tightly closed, protect from light",,,,,,,,,,,NO,,,Природные,Твердые,,Растительное сырье,NO,NO,NO,,,,,,,,,,,,,,,Plantago folia::100,Anti-inflammatory,,,,,,,Siccum,Water,DER 4-6:1,,,,,,,,,,,,,,,,
383,Extractum Salviae siccum,Сухой экстракт шалфея,Extractum Salviae siccum,Extract,,,,,,,,,"15-25°C, tightly closed, protect from light",,,,,,,,,,,NO,,,Природные,Твердые,,Растительное сырье,NO,NO,NO,,,,,,,,,,,,,,,Salvia folia::100,Antiseptic,,,,,,,Siccum,Ethanol/Water,DER 3-6:1,,,,,,,,,,,,,,,,
384,Extractum Taraxaci siccum,Сухой экстракт Тараксакума,Extractum Taraxaci siccum,Extract,,,,,,,,,"15-25°C, tightly closed, protect from light",,,,,,,,,,,NO,,,Природные,Твердые,,Растительное сырье,NO,NO,NO,,,,,,,,,,,,,,,Taraxaci radix::100,Cholagogue,,,,,,,Siccum,Water,DER 4-6:1,,,,,,,,,,,,,,,,
385,Extractum Thymi siccum,Сухой экстракт тимьяна,Extractum Thymi siccum,Extract,,,,,,,,,"15-25°C, tightly closed, protect from light",,,,,,,,,,,NO,,,Природные,Твердые,,Растительное сырье,NO,NO,NO,,,,,,,,,,,,,,,Thymi herba::100,Expectorant,,,,,,,Siccum,Ethanol/Water,DER 4-7:1,,,,,,,,,,,,,,,,
386,Extractum Urticae siccum,Сухой экстракт крапивы,Extractum Urticae siccum,Extract,,,,,,,,,"15-25°C, tightly closed, protect from light",,,,,,,,,,,NO,,,Природные,Твердые,,Растительное сырье,NO,NO,NO,,,,,,,,,,,,,,,Urtica folia::100,Vitaminic,,,,,,,Siccum,Water,DER 4-6:1,,,,,,,,,,,,,,,,
387,Extractum Valerianae fluidum,Жидкий экстракт валерианы,Extractum Valerianae fluidum,Extract,,,,,,,,,"15-25°C, tightly closed, protect from light",,,,,,,,,,,NO,,,Природные,Жидкие,,Растительное сырье,NO,NO,NO,,,,,,,,,,,,,,NO,Valeriana radix::100,Sedative,,,,,,,Fluidum,Ethanol 70%,1:1,,,,,Oral,,,,,,,,,,,
388,Species antisepticae,Виды антисептиков,Species antisepticae,HerbalMix,,,,,,,,,,,,,,,,,,,,NO,,,Природные,Твердые,,Растительное сырье,NO,NO,NO,,Infusion,1:10,90-100,15.0,45,,YES,YES,YES,48.0,"2-8°C, tightly closed",,YES,Salvia folia:Folia:25; Calendula flores:Flores:25; Chamomilla flores:Flores:25; Hypericum herba:Herba:25,Antiseptic,Water,,,,,,,,,,,,,,,,,,,,,,,,
