id,NameLatNom,rus,NameLatGen,Type,VrdG,VsdG,GttsPerMl,Density,E_Factor,KUO,KV,Solubility,Storage,InteractionNotes,ointment_entry_type,ointment_solvent_inn_key,ointment_ratio_solute_to_solvent,ointment_note,PedsVrdG,PedsRdG,VrdChild_0_1,VrdChild_1_6,VrdChild_7_14,NeedsTrituration,ByComposition,PharmActivity,ByNature,PhysicalState,IsListA_Poison,NaturalGroup,IsNarcotic,List_A,List_B,HerbalPart,PrepMethod,HerbalRatio,WaterTempC,HeatBathMin,StandMin,CoolMin,Strain,PressMarc,BringToVolume,ShelfLifeHours,StoragePrepared,NotesHerbal,IsHerbalMix,MixComponents,MixUse,ExtractionSolvent,TinctureRatio,MacerationDays,ShakeDaily,Filter,StorageTincture,ExtractType,ExtractSolvent,ExtractRatio,ExtractStd,IsOintmentFitocomp,OintmentBase,OintmentStrength,UseRoute,Process,BufferType,BufferPH,BufferMolarity,BufferComponents,SolventType,Sterile,NotesSolvent,BaseType,NotesBase,dissolution_type
313,Potassium iodide,Йодид калия,Kalii iodidi,Act,1.0,3.0,,,,0.27,,"Дуже легко розчинний у воді, розчинний у гліцерині",У захищеному від світла місці,Несумісний з солями заліза,emulsion,aqua purificata,,,0.5,1.5,0.125,0.25,0.5,NO,Лекарственное вещество,Несильнодействующие,Синтетические,Твердые,NO,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
314,Potassium permanganate,Калия перманганат,Kalii permanganatis,Act,0.1,0.3,,,,,,,сухе місце,,,,,,0.05,0.15,0.0125,0.025,0.05,NO,Лекарственное вещество,Несильнодействующие,Синтетические,Твердые,NO,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
315,Procaine,прокаин,Novocaini,Act,0.25,0.75,,,,0.25,,"Дуже легко розчинний у воді, легко розчинний у спирті","Список Б. У щільно закупореній тарі, у захищеному від світла місці",,emulsion,aqua purificata,1.0,Розчинити у воді (1:1) та емульгувати з Lanolinum; при воді >0.2 г відняти масу з основи,0.125,0.375,0.03125,0.0625,0.125,NO,Лекарственное вещество,Сильнодействующие,Синтетические,Твердые,NO,,NO,NO,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
316,Propylene glycol,Пропиленгликоль,Propylenglycoli,Aux,,,,,,,,,,,,,,,,,,,,NO,Лекарственное вещество,Несильнодействующие,Синтетические,Твердые,NO,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
317,Propylenglycolum,Пропиленгликоль,Propylenglycolum,Solvent,,,,,,,,,"15-25°C, tightly closed",,,,,,,,,,,NO,,,,Жидкие,,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Topical / Oral / Parenteral (limited),,,,,,Glycol solvent,NO,Co-solvent; increases solubility of lipophilic substances.,,,
318,Protargolum,Протаргол,Protargoli,Act,0.2,1.0,20.0,1.1,,,,"Легко розчинний у воді, утворює колоїдний розчин","У щільно закритій тарі, в захищеному від світла місці. Несумісний з алкалоїдами, кислотами, солями важких металів.",,,,0.01,0.05,0.01,0.02,0.05,false,false,Антисептичний та в'яжучий засіб,Organic,Коричнево-жовтий легкий порошок без запаху,false,Твердые,false,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,colloidProtargol,colloidProtargol
319,Quercus cortex,Quercus кора головного мозга,Quercus cortex,HerbalRaw,,,,,,,,Extracted with water (infusion/decoction),"Store dry, protected from moisture",,,,,,,,,,,NO,,,Природные,Твердые,,Растительное сырье,NO,NO,NO,Cortex,Decoction,1:10,90-100,30.0,,10.0,YES,YES,YES,48.0,"2-8°C, tightly closed",Decoction; bark typically boiled longer.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320,Quinine,Хинин,Chinini,Act,1.0,2.0,,,,,,,,,,,,,0.5,1.0,0.125,0.25,0.5,NO,Лекарственное вещество,Несильнодействующие,Природные,Твердые,NO,Алкалоиды,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
321,Resorcinol,Резорцин,Resorcini,Act,0.5,1.5,,,,,,,,,,,,,0.25,0.75,0.0625,0.125,0.25,NO,Лекарственное вещество,Несильнодействующие,Синтетические,Твердые,NO,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
322,Resorcinum,Резорцин,Resorcini,Act,0.5,1.5,,,,,,,,emulsion,aqua purificata,1.0,Розчинити у воді/гліцерині; вводити через Lanolinum; воду <0.2 г не враховувати,,0.25,0.75,0.0625,0.125,0.25,NO,Лекарственное вещество,Несильнодействующие,Синтетические,Твердые,NO,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323,Riboflavinum,Рибофлавин,Riboflavini,Act,,,,,,,,,,,,,,,,,,,,NO,Лекарственное вещество,Несильнодействующие,Синтетические,Твердые,NO,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
324,Rosae fructus,плоды розы,Rosae fructus,HerbalRaw,,,,,,,,Extracted with water (infusion/decoction),"Store dry, protected from moisture",,,,,,,,,,,NO,,,Природные,Твердые,,Растительное сырье,NO,NO,NO,Fructus,Decoction,1:10,90-100,30.0,,10.0,YES,YES,YES,48.0,"2-8°C, tightly closed",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
325,Saccharum lactis,Молочный сахар,Sacchari lactis,Aux,,,,,,,,,,"Легко розчинний у воді, мало в спирті",У сухому місці,,,,,,,,,false,false,Наповнювач,Organic,Твердые,false,Synthetic,false,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",,",
326,Salicylic acid,Кислота салициловая,Acidi salicylici,Act,1.0,2.0,,,0.2,,,"Sparingly soluble in water, readily soluble in 70% ethanol",сухе місце,,suspension,oleum vaselini,,Розтирати з 0.5 ч. олії,0.5,1.0,0.125,0.25,0.5,NO,Лекарственное вещество,Несильнодействующие,Синтетические,Твердые,NO,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
327,Salolum,Привет,Saloli,Act,1.0,3.0,,,,,,,,,,,,,0.5,1.5,0.125,0.25,0.5,NO,Лекарственное вещество,Несильнодействующие,Синтетические,Твердые,NO,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
328,Salvia folia,Сальвия листовая,Salvia folia,HerbalRaw,,,,,,,,Extracted with water (infusion/decoction),"Store dry, protected from moisture",,,,,,,,,,,NO,,,Природные,Твердые,,Растительное сырье,NO,NO,NO,Folia,Infusion,1:10,90-100,15.0,45,,YES,YES,YES,48.0,"2-8°C, tightly closed",Infusion for rinses/gargles.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
329,Scopolamini hydrobromidum,Скополамини гидробромид,Scopolamini hydrobromidi,Act,0.0005,0.0015,,,,,,,сухе місце,,,,,,0.00025,0.00075,6.3e-05,0.000125,0.00025,YES,Лекарственное вещество,Ядовитые,Природные,Твердые,YES,Алкалоиды,NO,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
330,Sennae folia,Сенна листовая,Sennae folia,HerbalRaw,,,,,,,,Extracted with water (infusion/decoction),"Store dry, protected from moisture",,,,,,,,,,,NO,,,Природные,Твердые,,Растительное сырье,NO,NO,NO,Folia,Infusion,1:10,90-100,15.0,45,,YES,YES,YES,48.0,"2-8°C, tightly closed",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
331,Silver nitrate,Нитрат серебра,Argenti nitratis,Act,0.03,0.1,,,,,,,,,,,,,0.015,0.05,0.00375,0.0075,0.015,NO,Лекарственное вещество,Несильнодействующие,Синтетические,Твердые,YES,,NO,YES,NO,,Instruction_ID=Freshly_Distilled_Water;Filter_Type=Glass_Filter_Only;Light_Sensitive=Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
332,Sirupus Althaeae,Сироп Алтеи,Sirupi Althaeae,Aux,,,,,,,,,,,,,,,,,,,,NO,Лекарственное вещество,Несильнодействующие,Синтетические,Жидкие,NO,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
333,Sirupus simplex,Простой сироп,Sirupi simplicis,Aux,,,,,,,,,,,,,,,,,,,,NO,Лекарственное вещество,Несильнодействующие,Синтетические,Жидкие,NO,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
334,Solutio Natrii chloridi 0.9% (Isotonica),"Раствор натрия хлорида 0,9% (Изотонический)",Solutio Natrii chloridi 0.9%,IsotonicBase,,,,,,,,,According to sterility requirements,,,,,,,,,,,NO,,,,Жидкие,,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Parenteral / Ophthalmic / Nasal,,,,,,,YES,,Isotonic solution,0.9% NaCl solution; isotonic with blood plasma.,
335,Solutio acetatis pH 4.5,"Ацетатный раствор pH 4,5",Solutio acetatis pH 4.5,BufferSolution,,,,,,,,,"15-25°C, tightly closed",,,,,,,,,,,NO,,,,Жидкие,,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Topical / Oral,,Acetate,4.5,0.1 M,Acidum aceticum; Natrii acetas,,,,,,
336,Solutio boratis pH 8.0,"Раствор бората pH 8,0",Solutio boratis pH 8.0,BufferSolution,,,,,,,,,"15-25°C, tightly closed",,,,,,,,,,,NO,,,,Жидкие,,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ophthalmic / External,,Borate,8.0,0.05 M,Acidum boricum; Natrii boras,,,,,,
337,Solutio carbonatis pH 9.0,"Карбонатный раствор pH 9,0",Solutio carbonatis pH 9.0,BufferSolution,,,,,,,,,"15-25°C, tightly closed",,,,,,,,,,,NO,,,,Жидкие,,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,External,,Carbonate,9.0,0.1 M,Natrii carbonas; Natrii hydrogenocarbonas,,,,,,
338,Solutio citratis pH 3.0,"Цитратный раствор pH 3,0",Solutio citratis pH 3.0,BufferSolution,,,,,,,,,"15-25°C, tightly closed",,,,,,,,,,,NO,,,,Жидкие,,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oral,,Citrate,3.0,0.05 M,Acidum citricum; Natrii citras,,,,,,
339,Solutio citratis pH 5.0,"Цитратный раствор pH 5,0",Solutio citratis pH 5.0,BufferSolution,,,,,,,,,"15-25°C, tightly closed",,,,,,,,,,,NO,,,,Жидкие,,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oral / Topical,,Citrate,5.0,0.1 M,Acidum citricum; Natrii citras,,,,,,
340,Solutio phosphatis pH 6.8,"Фосфатный раствор pH 6,8",Solutio phosphatis pH 6.8,BufferSolution,,,,,,,,,"15-25°C, tightly closed",,,,,,,,,,,NO,,,,Жидкие,,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oral / Topical,,Phosphate,6.8,0.05 M,Natrii dihydrogenophosphas; Dinatrii hydrogenophosphas,,,,,,
341,Solutio phosphatis pH 7.4,"Фосфатный раствор pH 7,4",Solutio phosphatis pH 7.4,BufferSolution,,,,,,,,,"15-25°C, tightly closed",,,,,,,,,,,NO,,,,Жидкие,,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ophthalmic / Parenteral,,Phosphate,7.4,0.1 M,Natrii dihydrogenophosphas; Dinatrii hydrogenophosphas,,,,,,
342,Species antisepticae,Виды антисептиков,Species antisepticae,HerbalMix,,,,,,,,,,,,,,,,,,,,NO,,,Природные,Твердые,,Растительное сырье,NO,NO,NO,,Infusion,1:10,90-100,15.0,45,,YES,YES,YES,48.0,"2-8°C, tightly closed",,YES,Salvia folia:Folia:25; Calendula flores:Flores:25; Chamomilla flores:Flores:25; Hypericum herba:Herba:25,Antiseptic,Water,,,,,,,,,,,,,,,,,,,,,,,,
343,Species cholagogae,Виды желчегонные,Species cholagogae,HerbalMix,,,,,,,,,,,,,,,,,,,,,,,Природные,Твердые,,Растительное сырье,,,,,Infusion,1:10,90-100,15.0,45,,YES,YES,YES,48.0,"2-8°C, tightly closed",Cholagogue tea mix; composition may vary.,YES,Taraxaci radix:Radix:30; Centaureae herba:Herba:25; Mentha piperita folia:Folia:25; Chamomilla flores:Flores:20,Cholagogue,Water,,,,,,,,,,,,,,,,,,,,,,,,
344,Species diureticae,Мочегонные виды,Species diureticae,HerbalMix,,,,,,,,,,,,,,,,,,,,,,,Природные,Твердые,,Растительное сырье,,,,,Infusion,1:10,90-100,15.0,45,,YES,YES,YES,48.0,"2-8°C, tightly closed",Typical diuretic mix; uva ursi may be restricted in some contexts.,YES,Betulae folia:Folia:25; Equiseti herba:Herba:25; Polygonii avicularis herba:Herba:25; Uvae ursi folia:Folia:25,Diuretic,Water,,,,,,,,,,,,,,,,,,,,,,,,
345,Species expectorantes,Отхаркивающие виды,Species expectorantes,HerbalMix,,,,,,,,,,,,,,,,,,,,NO,,,Природные,Твердые,,Растительное сырье,NO,NO,NO,,Infusion,1:10,90-100,15.0,45,,YES,YES,YES,48.0,"2-8°C, tightly closed",,YES,Thymi herba:Herba:30; Glycyrrhizae radix:Radix:30; Plantago folia:Folia:20; Coltsfoot folia (Tussilago):Folia:20,Expectorant,Water,,,,,,,,,,,,,,,,,,,,,,,,
346,Species laxantes,Слабительные виды,Species laxantes,HerbalMix,,,,,,,,,,,,,,,,,,,,,,,Природные,Твердые,,Растительное сырье,,,,,Infusion,1:10,90-100,15.0,45,,YES,YES,YES,48.0,"2-8°C, tightly closed",Classic laxative tea mix.,YES,Sennae folia:Folia:40; Frangulae cortex:Cortex:30; Foeniculi fructus:Fructus:15; Anisi fructus:Fructus:15,Laxative,Water,,,,,,,,,,,,,,,,,,,,,,,,
347,Species pectorales,Грудные виды,Species pectorales,HerbalMix,,,,,,,,,,,,,,,,,,,,,,,Природные,Твердые,,Растительное сырье,,,,,Infusion,1:10,90-100,15.0,45,,YES,YES,YES,48.0,"2-8°C, tightly closed",Classic pectoral herbal tea mix; composition can vary by pharmacopeia.,YES,Coltsfoot folia (Tussilago):Folia:25; Plantago folia:Folia:25; Glycyrrhizae radix:Radix:25; Thymi herba:Herba:25,Pectoral (cough),Water,,,,,,,,,,,,,,,,,,,,,,,,
348,Species sedativae,Виды седативные,Species sedativae,HerbalMix,,,,,,,,,,,,,,,,,,,,,,,Природные,Твердые,,Растительное сырье,,,,,Infusion,1:10,90-100,15.0,45,,YES,YES,YES,48.0,"2-8°C, tightly closed",Sedative tea mix; ratios can vary.,YES,Valeriana radix:Radix:30; Melissae folia:Folia:25; Mentha piperita folia:Folia:25; Chamomilla flores:Flores:20,Sedative,Water,,,,,,,,,,,,,,,,,,,,,,,,
349,Species stomachicae,Виды желудка,Species stomachicae,HerbalMix,,,,,,,,,,,,,,,,,,,,NO,,,Природные,Твердые,,Растительное сырье,NO,NO,NO,,Infusion,1:10,90-100,15.0,45,,YES,YES,YES,48.0,"2-8°C, tightly closed",,YES,Mentha piperita folia:Folia:25; Foeniculi fructus:Fructus:25; Anisi fructus:Fructus:25; Melissae folia:Folia:25,Stomachic,Water,,,,,,,,,,,,,,,,,,,,,,,,
350,Species vitaminicae,Виды витаминов,Species vitaminicae,HerbalMix,,,,,,,,,,,,,,,,,,,,NO,,,Природные,Твердые,,Растительное сырье,NO,NO,NO,,Infusion,1:10,90-100,15.0,45,,YES,YES,YES,48.0,"2-8°C, tightly closed",,YES,Rosae fructus:Fructus:40; Urtica folia:Folia:20; Betulae folia:Folia:20; Crataegi fructus:Fructus:20,Vitaminic,Water,,,,,,,,,,,,,,,,,,,,,,,,
351,Sulfadiazine,Сульфадиазин,Sulfadiazini,Act,2.0,7.0,,,,,,Практично нерозчинний у воді,,,suspension,oleum vaselini,,"Розтирати з 0.5 ч. олії (правило Дерягіна),",1.0,3.5,0.25,0.5,1.0,NO,Лекарственное вещество,Несильнодействующие,Синтетические,Твердые,NO,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352,Sulfanilamide,Сульфаниламид,Streptocidi,Act,2.0,7.0,,,,,,,,,,,,,1.0,3.5,0.25,0.5,1.0,NO,Лекарственное вещество,Несильнодействующие,Синтетические,Твердые,NO,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
353,Sulfas,Сульфаза,Sulfatis,Act,,,,,,,,,,,,,,,,,,,,NO,Лекарственное вещество,Несильнодействующие,Синтетические,Твердые,NO,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
354,Sulfur,сера,Sulfuris,Act,1.0,3.0,,,,,,,,,,,,,0.5,1.5,0.125,0.25,0.5,NO,Лекарственное вещество,Несильнодействующие,Синтетические,Твердые,NO,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355,Sulfur praecipitatum,Сера выпадает в осадок,Sulfuris praecipitati,Act,1.0,3.0,,,,,,,,,,,,,0.5,1.5,0.125,0.25,0.5,NO,Лекарственное вещество,Несильнодействующие,Синтетические,Твердые,NO,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
356,Suppocire,Предполагать,Suppociri,Base,,,,0.94,1.0,,,,,Синтетична основа,,,,,,,,,,NO,Лекарственное вещество,Несильнодействующие,Синтетические,Твердые,NO,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
357,Talc,Тальк,Talci,Aux,,,,,,,,,,,,,,,,,,,,NO,Лекарственное вещество,Несильнодействующие,Синтетические,Твердые,NO,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
358,Talcum,Тальк,Talci,Aux,,,,,,,,,,,,,,,,,,,,NO,Лекарственное вещество,Несильнодействующие,Синтетические,Твердые,NO,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
359,Tannic acid,Дубильная кислота,Acidi tannici,Act,0.5,1.5,,,,0.7,50.0,Дуже легко розчинний у воді та спирті,"У щільно закупореній тарі, у захищеному від світла місці",Несумісний з солями заліза та алкалоїдами,emulsion,aqua purificata,1.0,Розчинити у воді/гліцерині; вводити через Lanolinum; воду <0.2 г не враховувати,0.25,0.75,0.0625,0.125,0.25,NO,Лекарственное вещество,Несильнодействующие,Синтетические,Твердые,NO,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360,Tanninum,Зуб,Tannini,Act,0.5,1.5,,,,0.7,50.0,Дуже легко розчинний у воді та спирті,"У щільно закупореній тарі, у захищеному від світла місці",Несумісний з солями заліза та алкалоїдами,emulsion,aqua purificata,1.0,Розчинити у воді/гліцерині; вводити через Lanolinum; воду <0.2 г не враховувати,0.25,0.75,0.0625,0.125,0.25,NO,Лекарственное вещество,Несильнодействующие,Синтетические,Твердые,NO,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
361,Taraxaci radix,Радикс Тараксачи,Taraxaci radix,HerbalRaw,,,,,,,,Extracted with water (infusion/decoction),"Store dry, protected from moisture",,,,,,,,,,,NO,,,Природные,Твердые,,Растительное сырье,NO,NO,NO,Radix,Decoction,1:10,90-100,30.0,,10.0,YES,YES,YES,48.0,"2-8°C, tightly closed",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
362,Tartaric acid,Винная кислота,Acidi tartarici,Aux,,,,,,,,,,,,,,,,,,,,NO,Лекарственное вещество,Несильнодействующие,Синтетические,Твердые,NO,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
363,Terpin hydrate,Терпин гидрат,Terpinhydrati,Act,0.5,1.0,,,,,,,темне місце,,,,,,0.25,0.5,0.0625,0.125,0.25,NO,Лекарственное вещество,Несильнодействующие,Синтетические,Твердые,NO,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
364,Terpinhydratum,Терпингидратум,Terpinhydrati,Act,0.5,1.0,,,,,,,,,,,,,0.25,0.5,0.0625,0.125,0.25,NO,Лекарственное вещество,Несильнодействующие,Синтетические,Твердые,NO,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
365,Tetracycline,Тетрациклин,Tetracyclini,Act,0.5,2.0,,,,,,,,,,,,,0.25,1.0,0.0625,0.125,0.25,NO,Лекарственное вещество,Несильнодействующие,Синтетические,Твердые,NO,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
366,Tetracyclinum,Тетрациклин,Tetracyclini,Act,0.5,2.0,,,,,,,,,,,,,0.25,1.0,0.0625,0.125,0.25,NO,Лекарственное вещество,Несильнодействующие,Синтетические,Твердые,NO,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
367,Theobromine,Теобромин,Theobromini,Act,0.5,1.5,,,,,,,,,,,,,0.25,0.75,0.0625,0.125,0.25,NO,Лекарственное вещество,Несильнодействующие,Синтетические,Твердые,NO,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
368,Theobrominum,Теобромин,Theobromini,Act,0.5,1.5,,,,,,,,,,,,,0.25,0.75,0.0625,0.125,0.25,NO,Лекарственное вещество,Несильнодействующие,Синтетические,Твердые,NO,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
369,Theophylline,Теофиллин,Theophyllini,Act,0.3,0.9,,,,,,,темне місце,,,,,,0.15,0.45,0.0375,0.075,0.15,NO,Лекарственное вещество,Сильнодействующие,Синтетические,Твердые,NO,,NO,NO,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
370,Theophyllinum,Теофиллин,Theophyllini,Act,0.3,0.9,,,,,,,темне місце,,,,,,0.15,0.45,0.0375,0.075,0.15,NO,Лекарственное вещество,Несильнодействующие,Синтетические,Твердые,NO,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
371,Thiamine,Тиамин,Thiamini,Act,0.1,0.3,,,,,,,,,,,,,0.05,0.15,0.0125,0.025,0.05,NO,Лекарственное вещество,Несильнодействующие,Синтетические,Твердые,NO,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
372,Thiamini chloridum,Тиамини хлорид,Thiamini chloridi,Act,0.1,0.3,,,,,,,,,,,,,0.05,0.15,0.0125,0.025,0.05,NO,Лекарственное вещество,Несильнодействующие,Синтетические,Твердые,NO,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
373,Thymi herba,Трава тимьяна,Thymi herba,HerbalRaw,,,,,,,,Extracted with water (infusion/decoction),"Store dry, protected from moisture",,,,,,,,,,,NO,,,Природные,Твердые,,Растительное сырье,NO,NO,NO,Herba,Infusion,1:10,90-100,15.0,45,,YES,YES,YES,48.0,"2-8°C, tightly closed",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
374,Thymol,Тимол,Thymoli,Act,0.5,1.5,,,,,,,темне місце,,,,,,0.25,0.75,0.0625,0.125,0.25,NO,Лекарственное вещество,Несильнодействующие,Синтетические,Твердые,NO,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
375,Tiliae flores,Цветы липы,Tiliae flores,HerbalRaw,,,,,,,,Extracted with water (infusion/decoction),"Store dry, protected from moisture",,,,,,,,,,,NO,,,Природные,Твердые,,Растительное сырье,NO,NO,NO,Flores,Infusion,1:10,90-100,15.0,45,,YES,YES,YES,48.0,"2-8°C, tightly closed",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
376,Tinctura Absinthii,Настойка абсента,Tincturae Absinthii,Act,,,56.0,,,,,Змішується з водою,Захищене від світла місце,Гіркота,,,,,,,,,,NO,Лекарственное вещество,Несильнодействующие,Синтетические,Жидкие,NO,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
377,Tinctura Amaralla,Настойка Амараллы,Tincturae Amarallae,Act,,,,,,,,,,,,,,,,,,,,NO,Лекарственное вещество,Несильнодействующие,Синтетические,Жидкие,NO,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
378,Tinctura Arnicae,Настойка арники,Tinctura Arnicae,Tincture,,,,,,,,,,,,,,,,,,,,NO,,,Природные,Жидкие,,Растительное сырье,NO,NO,NO,,,,,,,,,,,,,,NO,Arnicae flores::100,External use,Ethanol 70%,1:5,7-14,YES,YES,"15-25°C, tightly closed, protect from light",,,,,,,,,,,,,,,,,,,
379,Tinctura Belladonnae,Настойка Белладонны,Tincturae Belladonnae,Act,0.5,1.5,44.0,,,,,Змішується з водою,Список Б. Захищене від світла місце,Перевірка доз обов'язкова,,,,,0.25,0.75,0.0625,0.125,0.25,NO,Лекарственное вещество,Ядовитые,Синтетические,Жидкие,YES,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380,Tinctura Calendulae,Настойка календулы,Tinctura Calendulae,Tincture,,,,,,,,,,,,,,,,,,,,NO,,,Природные,Жидкие,,Растительное сырье,NO,NO,NO,,,,,,,,,,,,,Alcoholic tincture (typical).,NO,Calendula flores::100,Antiseptic,Ethanol 70%,1:5,7-14,YES,YES,"15-25°C, tightly closed, protect from light",,,,,,,,,,,,,,,,,,,
381,Tinctura Capsici,Настойка стручкового перца,Tinctura Capsici,Tincture,,,,,,,,,,,,,,,,,,,,NO,,,Природные,Жидкие,,Растительное сырье,NO,NO,NO,,,,,,,,,,,,,,NO,Capsici fructus::100,Rubefacient,Ethanol 70%,1:5,7-14,YES,YES,"15-25°C, tightly closed, protect from light",,,,,,,,,,,,,,,,,,,
382,Tinctura Convallariae,Настойка конвалларии,Tincturae Convallariae,Act,0.6,1.8,50.0,,,,,Змішується з водою,Прохолодне місце,Серцеві глікозиди,,,,,0.3,0.9,0.075,0.15,0.3,NO,Лекарственное вещество,Несильнодействующие,Синтетические,Жидкие,NO,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383,Tinctura Crataegi,Настойка крапивы,Tinctura Crataegi,Tincture,,,,,,,,,,,,,,,,,,,,NO,,,Природные,Жидкие,,Растительное сырье,NO,NO,NO,,,,,,,,,,,,,Alcoholic tincture (typical).,NO,Crataegi fructus::100,Cardiotonic,Ethanol 70%,1:5,7-14,YES,YES,"15-25°C, tightly closed, protect from light",,,,,,,,,,,,,,,,,,,
384,Tinctura Echinaceae,Настойка эхинацеи,Tinctura Echinaceae,Tincture,,,,,,,,,,,,,,,,,,,,NO,,,Природные,Жидкие,,Растительное сырье,NO,NO,NO,,,,,,,,,,,,,,NO,Echinacea purpurea herba::100,Immunostimulant,Ethanol 70%,1:5,7-14,YES,YES,"15-25°C, tightly closed, protect from light",,,,,,,,,,,,,,,,,,,
