NameLatNom,NameLatGen,Type,VrdG,VsdG,GttsPerMl,Density,E_Factor,KUO,KV,Solubility,Storage,InteractionNotes,ointment_entry_type,ointment_solvent_inn_key,ointment_ratio_solute_to_solvent,ointment_note,PedsVrdG,PedsRdG,VrdChild_0_1,VrdChild_1_6,VrdChild_7_14,NeedsTrituration,ByComposition,PharmActivity,ByNature,PhysicalState,IsListA_Poison,NaturalGroup,IsNarcotic,List_A,List_B,HerbalPart,PrepMethod,HerbalRatio,WaterTempC,HeatBathMin,StandMin,CoolMin,Strain,PressMarc,BringToVolume,ShelfLifeHours,StoragePrepared,NotesHerbal,IsHerbalMix,MixComponents,MixUse,ExtractionSolvent,TinctureRatio,MacerationDays,ShakeDaily,Filter,StorageTincture,ExtractType,ExtractSolvent,ExtractRatio,ExtractStd,IsOintmentFitocomp,OintmentBase,OintmentStrength,UseRoute,Process,BufferType,BufferPH,BufferMolarity,BufferComponents,SolventType,Sterile,NotesSolvent,BaseType,NotesBase,dissolution_type
Chamomilla flores,Chamomilla flores,HerbalRaw,,,,,,,,Extracted with water (infusion/decoction),"Store dry, protected from moisture",,,,,,,,,,,NO,,,Природные,Твердые,,Растительное сырье,NO,NO,NO,Flores,Infusion,1:10,90-100,15.0,45,,YES,YES,YES,48.0,"2-8°C, tightly closed",Usually infusion; aromatic.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mentha piperita folia,Mentha piperita folia,HerbalRaw,,,,,,,,Extracted with water (infusion/decoction),"Store dry, protected from moisture",,,,,,,,,,,NO,,,Природные,Твердые,,Растительное сырье,NO,NO,NO,Folia,Infusion,1:10,90-100,15.0,45,,YES,YES,YES,48.0,"2-8°C, tightly closed",Infusion; avoid prolonged boiling to preserve volatile oils.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Valeriana radix,Valeriana radix,HerbalRaw,,,,,,,,Extracted with water (infusion/decoction),"Store dry, protected from moisture",,,,,,,,,,,NO,,,Природные,Твердые,,Растительное сырье,NO,NO,NO,Radix,Infusion,1:10,90-100,15.0,45,,YES,YES,YES,48.0,"2-8°C, tightly closed",Often infusion; can be gentle heating. Strong odor.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salvia folia,Salvia folia,HerbalRaw,,,,,,,,Extracted with water (infusion/decoction),"Store dry, protected from moisture",,,,,,,,,,,NO,,,Природные,Твердые,,Растительное сырье,NO,NO,NO,Folia,Infusion,1:10,90-100,15.0,45,,YES,YES,YES,48.0,"2-8°C, tightly closed",Infusion for rinses/gargles.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Calendula flores,Calendula flores,HerbalRaw,,,,,,,,Extracted with water (infusion/decoction),"Store dry, protected from moisture",,,,,,,,,,,NO,,,Природные,Твердые,,Растительное сырье,NO,NO,NO,Flores,Infusion,1:10,90-100,15.0,45,,YES,YES,YES,48.0,"2-8°C, tightly closed",Infusion.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hypericum herba,Hypericum herba,HerbalRaw,,,,,,,,Extracted with water (infusion/decoction),"Store dry, protected from moisture",,,,,,,,,,,NO,,,Природные,Твердые,,Растительное сырье,NO,NO,NO,Herba,Infusion,1:10,90-100,15.0,45,,YES,YES,YES,48.0,"2-8°C, tightly closed",Infusion.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plantago folia,Plantago folia,HerbalRaw,,,,,,,,Extracted with water (infusion/decoction),"Store dry, protected from moisture",,,,,,,,,,,NO,,,Природные,Твердые,,Растительное сырье,NO,NO,NO,Folia,Infusion,1:10,90-100,15.0,45,,YES,YES,YES,48.0,"2-8°C, tightly closed",Infusion.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Urtica folia,Urtica folia,HerbalRaw,,,,,,,,Extracted with water (infusion/decoction),"Store dry, protected from moisture",,,,,,,,,,,NO,,,Природные,Твердые,,Растительное сырье,NO,NO,NO,Folia,Infusion,1:10,90-100,15.0,45,,YES,YES,YES,48.0,"2-8°C, tightly closed",Infusion.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quercus cortex,Quercus cortex,HerbalRaw,,,,,,,,Extracted with water (infusion/decoction),"Store dry, protected from moisture",,,,,,,,,,,NO,,,Природные,Твердые,,Растительное сырье,NO,NO,NO,Cortex,Decoction,1:10,90-100,30.0,,10.0,YES,YES,YES,48.0,"2-8°C, tightly closed",Decoction; bark typically boiled longer.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Althaea radix,Althaea radix,HerbalRaw,,,,,,,,Extracted with water (infusion/decoction),"Store dry, protected from moisture",,,,,,,,,,,NO,,,Природные,Твердые,,Растительное сырье,NO,NO,NO,Radix,Maceration,1:20,20-25,,360-480,,YES,NO,YES,48.0,"2-8°C, tightly closed",Cold maceration to preserve mucilage (6–8 h).,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tiliae flores,Tiliae flores,HerbalRaw,,,,,,,,Extracted with water (infusion/decoction),"Store dry, protected from moisture",,,,,,,,,,,NO,,,Природные,Твердые,,Растительное сырье,NO,NO,NO,Flores,Infusion,1:10,90-100,15.0,45,,YES,YES,YES,48.0,"2-8°C, tightly closed",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thymi herba,Thymi herba,HerbalRaw,,,,,,,,Extracted with water (infusion/decoction),"Store dry, protected from moisture",,,,,,,,,,,NO,,,Природные,Твердые,,Растительное сырье,NO,NO,NO,Herba,Infusion,1:10,90-100,15.0,45,,YES,YES,YES,48.0,"2-8°C, tightly closed",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Glycyrrhizae radix,Glycyrrhizae radix,HerbalRaw,,,,,,,,Extracted with water (infusion/decoction),"Store dry, protected from moisture",,,,,,,,,,,NO,,,Природные,Твердые,,Растительное сырье,NO,NO,NO,Radix,Decoction,1:10,90-100,30.0,,10.0,YES,YES,YES,48.0,"2-8°C, tightly closed",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rosae fructus,Rosae fructus,HerbalRaw,,,,,,,,Extracted with water (infusion/decoction),"Store dry, protected from moisture",,,,,,,,,,,NO,,,Природные,Твердые,,Растительное сырье,NO,NO,NO,Fructus,Decoction,1:10,90-100,30.0,,10.0,YES,YES,YES,48.0,"2-8°C, tightly closed",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Frangulae cortex,Frangulae cortex,HerbalRaw,,,,,,,,Extracted with water (infusion/decoction),"Store dry, protected from moisture",,,,,,,,,,,NO,,,Природные,Твердые,,Растительное сырье,NO,NO,NO,Cortex,Decoction,1:10,90-100,30.0,,10.0,YES,YES,YES,48.0,"2-8°C, tightly closed",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sennae folia,Sennae folia,HerbalRaw,,,,,,,,Extracted with water (infusion/decoction),"Store dry, protected from moisture",,,,,,,,,,,NO,,,Природные,Твердые,,Растительное сырье,NO,NO,NO,Folia,Infusion,1:10,90-100,15.0,45,,YES,YES,YES,48.0,"2-8°C, tightly closed",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Matricariae flores,Matricariae flores,HerbalRaw,,,,,,,,Extracted with water (infusion/decoction),"Store dry, protected from moisture",,,,,,,,,,,NO,,,Природные,Твердые,,Растительное сырье,NO,NO,NO,Flores,Infusion,1:10,90-100,15.0,45,,YES,YES,YES,48.0,"2-8°C, tightly closed",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Coltsfoot folia (Tussilago),Coltsfoot folia (Tussilago),HerbalRaw,,,,,,,,Extracted with water (infusion/decoction),"Store dry, protected from moisture",,,,,,,,,,,NO,,,Природные,Твердые,,Растительное сырье,NO,NO,NO,Folia,Infusion,1:10,90-100,15.0,45,,YES,YES,YES,48.0,"2-8°C, tightly closed",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arnicae flores,Arnicae flores,HerbalRaw,,,,,,,,Extracted with water (infusion/decoction),"Store dry, protected from moisture",,,,,,,,,,,NO,,,Природные,Твердые,,Растительное сырье,NO,NO,NO,Flores,Infusion,1:10,90-100,15.0,45,,YES,YES,YES,48.0,"2-8°C, tightly closed",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eucalypti folia,Eucalypti folia,HerbalRaw,,,,,,,,Extracted with water (infusion/decoction),"Store dry, protected from moisture",,,,,,,,,,,NO,,,Природные,Твердые,,Растительное сырье,NO,NO,NO,Folia,Infusion,1:10,90-100,15.0,45,,YES,YES,YES,48.0,"2-8°C, tightly closed",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Betulae folia,Betulae folia,HerbalRaw,,,,,,,,Extracted with water (infusion/decoction),"Store dry, protected from moisture",,,,,,,,,,,NO,,,Природные,Твердые,,Растительное сырье,NO,NO,NO,Folia,Infusion,1:10,90-100,15.0,45,,YES,YES,YES,48.0,"2-8°C, tightly closed",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Crataegi fructus,Crataegi fructus,HerbalRaw,,,,,,,,Extracted with water (infusion/decoction),"Store dry, protected from moisture",,,,,,,,,,,NO,,,Природные,Твердые,,Растительное сырье,NO,NO,NO,Fructus,Decoction,1:10,90-100,30.0,,10.0,YES,YES,YES,48.0,"2-8°C, tightly closed",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Foeniculi fructus,Foeniculi fructus,HerbalRaw,,,,,,,,Extracted with water (infusion/decoction),"Store dry, protected from moisture",,,,,,,,,,,NO,,,Природные,Твердые,,Растительное сырье,NO,NO,NO,Fructus,Infusion,1:10,90-100,15.0,45,,YES,YES,YES,48.0,"2-8°C, tightly closed",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anisi fructus,Anisi fructus,HerbalRaw,,,,,,,,Extracted with water (infusion/decoction),"Store dry, protected from moisture",,,,,,,,,,,NO,,,Природные,Твердые,,Растительное сырье,NO,NO,NO,Fructus,Infusion,1:10,90-100,15.0,45,,YES,YES,YES,48.0,"2-8°C, tightly closed",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Coriandri fructus,Coriandri fructus,HerbalRaw,,,,,,,,Extracted with water (infusion/decoction),"Store dry, protected from moisture",,,,,,,,,,,NO,,,Природные,Твердые,,Растительное сырье,NO,NO,NO,Fructus,Infusion,1:10,90-100,15.0,45,,YES,YES,YES,48.0,"2-8°C, tightly closed",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Melissae folia,Melissae folia,HerbalRaw,,,,,,,,Extracted with water (infusion/decoction),"Store dry, protected from moisture",,,,,,,,,,,NO,,,Природные,Твердые,,Растительное сырье,NO,NO,NO,Folia,Infusion,1:10,90-100,15.0,45,,YES,YES,YES,48.0,"2-8°C, tightly closed",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taraxaci radix,Taraxaci radix,HerbalRaw,,,,,,,,Extracted with water (infusion/decoction),"Store dry, protected from moisture",,,,,,,,,,,NO,,,Природные,Твердые,,Растительное сырье,NO,NO,NO,Radix,Decoction,1:10,90-100,30.0,,10.0,YES,YES,YES,48.0,"2-8°C, tightly closed",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Centaureae herba,Centaureae herba,HerbalRaw,,,,,,,,Extracted with water (infusion/decoction),"Store dry, protected from moisture",,,,,,,,,,,NO,,,Природные,Твердые,,Растительное сырье,NO,NO,NO,Herba,Infusion,1:10,90-100,15.0,45,,YES,YES,YES,48.0,"2-8°C, tightly closed",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Equiseti herba,Equiseti herba,HerbalRaw,,,,,,,,Extracted with water (infusion/decoction),"Store dry, protected from moisture",,,,,,,,,,,NO,,,Природные,Твердые,,Растительное сырье,NO,NO,NO,Herba,Infusion,1:10,90-100,15.0,45,,YES,YES,YES,48.0,"2-8°C, tightly closed",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Polygonii avicularis herba,Polygonii avicularis herba,HerbalRaw,,,,,,,,Extracted with water (infusion/decoction),"Store dry, protected from moisture",,,,,,,,,,,NO,,,Природные,Твердые,,Растительное сырье,NO,NO,NO,Herba,Infusion,1:10,90-100,15.0,45,,YES,YES,YES,48.0,"2-8°C, tightly closed",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uvae ursi folia,Uvae ursi folia,HerbalRaw,,,,,,,,Extracted with water (infusion/decoction),"Store dry, protected from moisture",,,,,,,,,,,NO,,,Природные,Твердые,,Растительное сырье,NO,NO,NO,Folia,Infusion,1:10,90-100,15.0,45,,YES,YES,YES,48.0,"2-8°C, tightly closed",,,,,Water,,,,,,,,,,,,,,,,,,,,,,,,
Species pectorales,Species pectorales,HerbalMix,,,,,,,,,,,,,,,,,,,,,,,Природные,Твердые,,Растительное сырье,,,,,Infusion,1:10,90-100,15.0,45,,YES,YES,YES,48.0,"2-8°C, tightly closed",Classic pectoral herbal tea mix; composition can vary by pharmacopeia.,YES,Coltsfoot folia (Tussilago):Folia:25; Plantago folia:Folia:25; Glycyrrhizae radix:Radix:25; Thymi herba:Herba:25,Pectoral (cough),Water,,,,,,,,,,,,,,,,,,,,,,,,
Species diureticae,Species diureticae,HerbalMix,,,,,,,,,,,,,,,,,,,,,,,Природные,Твердые,,Растительное сырье,,,,,Infusion,1:10,90-100,15.0,45,,YES,YES,YES,48.0,"2-8°C, tightly closed",Typical diuretic mix; uva ursi may be restricted in some contexts.,YES,Betulae folia:Folia:25; Equiseti herba:Herba:25; Polygonii avicularis herba:Herba:25; Uvae ursi folia:Folia:25,Diuretic,Water,,,,,,,,,,,,,,,,,,,,,,,,
Species laxantes,Species laxantes,HerbalMix,,,,,,,,,,,,,,,,,,,,,,,Природные,Твердые,,Растительное сырье,,,,,Infusion,1:10,90-100,15.0,45,,YES,YES,YES,48.0,"2-8°C, tightly closed",Classic laxative tea mix.,YES,Sennae folia:Folia:40; Frangulae cortex:Cortex:30; Foeniculi fructus:Fructus:15; Anisi fructus:Fructus:15,Laxative,Water,,,,,,,,,,,,,,,,,,,,,,,,
Species sedativae,Species sedativae,HerbalMix,,,,,,,,,,,,,,,,,,,,,,,Природные,Твердые,,Растительное сырье,,,,,Infusion,1:10,90-100,15.0,45,,YES,YES,YES,48.0,"2-8°C, tightly closed",Sedative tea mix; ratios can vary.,YES,Valeriana radix:Radix:30; Melissae folia:Folia:25; Mentha piperita folia:Folia:25; Chamomilla flores:Flores:20,Sedative,Water,,,,,,,,,,,,,,,,,,,,,,,,
Species cholagogae,Species cholagogae,HerbalMix,,,,,,,,,,,,,,,,,,,,,,,Природные,Твердыe,,Растительное сырье,,,,,Infusion,1:10,90-100,15.0,45,,YES,YES,YES,48.0,"2-8°C, tightly closed",Cholagogue tea mix; composition may vary.,YES,Taraxaci radix:Radix:30; Centaureae herba:Herba:25; Mentha piperita folia:Folia:25; Chamomilla flores:Flores:20,Cholagogue,Water,,,,,,,,,,,,,,,,,,,,,,,,
Tinctura Valerianae,Tinctura Valerianae,Tincture,,,,,,,,,,,,,,,,,,,,NO,,,Природные,Жидкие,,Растительное сырье,NO,NO,NO,,,,,,,,,,,,,Alcoholic tincture (typical).,NO,Valeriana radix::100,Sedative,Ethanol 70%,1:5,7-14,YES,YES,"15-25°C, tightly closed, protect from light",,,,,,,,,,,,,,,,,,,
Tinctura Calendulae,Tinctura Calendulae,Tincture,,,,,,,,,,,,,,,,,,,,NO,,,Природные,Жидкие,,Растительное сырье,NO,NO,NO,,,,,,,,,,,,,Alcoholic tincture (typical).,NO,Calendula flores::100,Antiseptic,Ethanol 70%,1:5,7-14,YES,YES,"15-25°C, tightly closed, protect from light",,,,,,,,,,,,,,,,,,,
Tinctura Crataegi,Tinctura Crataegi,Tincture,,,,,,,,,,,,,,,,,,,,NO,,,Природные,Жидкие,,Растительное сырье,NO,NO,NO,,,,,,,,,,,,,Alcoholic tincture (typical).,NO,Crataegi fructus::100,Cardiotonic,Ethanol 70%,1:5,7-14,YES,YES,"15-25°C, tightly closed, protect from light",,,,,,,,,,,,,,,,,,,
Tinctura Hyperici,Tinctura Hyperici,Tincture,,,,,,,,,,,,,,,,,,,,NO,,,Природные,Жидкие,,Растительное сырье,NO,NO,NO,,,,,,,,,,,,,Alcoholic tincture (typical).,NO,Hypericum herba::100,Antidepressant-like / antiseptic,Ethanol 70%,1:5,7-14,YES,YES,"15-25°C, tightly closed, protect from light",,,,,,,,,,,,,,,,,,,
Tinctura Menthae piperitae,Tinctura Menthae piperitae,Tincture,,,,,,,,,,,,,,,,,,,,NO,,,Природные,Жидкие,,Растительное сырье,NO,NO,NO,,,,,,,,,,,,,Alcoholic tincture (typical).,NO,Mentha piperita folia::100,Carminative,Ethanol 70%,1:5,7-14,YES,YES,"15-25°C, tightly closed, protect from light",,,,,,,,,,,,,,,,,,,
Species antisepticae,Species antisepticae,HerbalMix,,,,,,,,,,,,,,,,,,,,NO,,,Природные,Твердые,,Растительное сырье,NO,NO,NO,,Infusion,1:10,90-100,15.0,45,,YES,YES,YES,48.0,"2-8°C, tightly closed",,YES,Salvia folia:Folia:25; Calendula flores:Flores:25; Chamomilla flores:Flores:25; Hypericum herba:Herba:25,Antiseptic,Water,,,,,,,,,,,,,,,,,,,,,,,,
Species stomachicae,Species stomachicae,HerbalMix,,,,,,,,,,,,,,,,,,,,NO,,,Природные,Твердые,,Растительное сырье,NO,NO,NO,,Infusion,1:10,90-100,15.0,45,,YES,YES,YES,48.0,"2-8°C, tightly closed",,YES,Mentha piperita folia:Folia:25; Foeniculi fructus:Fructus:25; Anisi fructus:Fructus:25; Melissae folia:Folia:25,Stomachic,Water,,,,,,,,,,,,,,,,,,,,,,,,
Species expectorantes,Species expectorantes,HerbalMix,,,,,,,,,,,,,,,,,,,,NO,,,Природные,Твердые,,Растительное сырье,NO,NO,NO,,Infusion,1:10,90-100,15.0,45,,YES,YES,YES,48.0,"2-8°C, tightly closed",,YES,Thymi herba:Herba:30; Glycyrrhizae radix:Radix:30; Plantago folia:Folia:20; Coltsfoot folia (Tussilago):Folia:20,Expectorant,Water,,,,,,,,,,,,,,,,,,,,,,,,
Species vitaminicae,Species vitaminicae,HerbalMix,,,,,,,,,,,,,,,,,,,,NO,,,Природные,Твердые,,Растительное сырье,NO,NO,NO,,Infusion,1:10,90-100,15.0,45,,YES,YES,YES,48.0,"2-8°C, tightly closed",,YES,Rosae fructus:Fructus:40; Urtica folia:Folia:20; Betulae folia:Folia:20; Crataegi fructus:Fructus:20,Vitaminic,Water,,,,,,,,,,,,,,,,,,,,,,,,
Tinctura Echinaceae,Tinctura Echinaceae,Tincture,,,,,,,,,,,,,,,,,,,,NO,,,Природные,Жидкие,,Растительное сырье,NO,NO,NO,,,,,,,,,,,,,,NO,Echinacea purpurea herba::100,Immunostimulant,Ethanol 70%,1:5,7-14,YES,YES,"15-25°C, tightly closed, protect from light",,,,,,,,,,,,,,,,,,,
Tinctura Leonuri,Tinctura Leonuri,Tincture,,,,,,,,,,,,,,,,,,,,NO,,,Природные,Жидкие,,Растительное сырье,NO,NO,NO,,,,,,,,,,,,,,NO,Leonurus cardiaca herba::100,Sedative,Ethanol 70%,1:5,7-14,YES,YES,"15-25°C, tightly closed, protect from light",,,,,,,,,,,,,,,,,,,
Tinctura Eleutherococci,Tinctura Eleutherococci,Tincture,,,,,,,,,,,,,,,,,,,,NO,,,Природные,Жидкие,,Растительное сырье,NO,NO,NO,,,,,,,,,,,,,,NO,Eleutherococcus radix::100,Adaptogen,Ethanol 70%,1:5,7-14,YES,YES,"15-25°C, tightly closed, protect from light",,,,,,,,,,,,,,,,,,,
Tinctura Arnicae,Tinctura Arnicae,Tincture,,,,,,,,,,,,,,,,,,,,NO,,,Природные,Жидкие,,Растительное сырье,NO,NO,NO,,,,,,,,,,,,,,NO,Arnicae flores::100,External use,Ethanol 70%,1:5,7-14,YES,YES,"15-25°C, tightly closed, protect from light",,,,,,,,,,,,,,,,,,,
Tinctura Capsici,Tinctura Capsici,Tincture,,,,,,,,,,,,,,,,,,,,NO,,,Природные,Жидкие,,Растительное сырье,NO,NO,NO,,,,,,,,,,,,,,NO,Capsici fructus::100,Rubefacient,Ethanol 70%,1:5,7-14,YES,YES,"15-25°C, tightly closed, protect from light",,,,,,,,,,,,,,,,,,,
Extractum Valerianae fluidum,Extractum Valerianae fluidum,Extract,,,,,,,,,"15-25°C, tightly closed, protect from light",,,,,,,,,,,NO,,,Природные,Жидкие,,Растительное сырье,NO,NO,NO,,,,,,,,,,,,,,NO,Valeriana radix::100,Sedative,,,,,,,Fluidum,Ethanol 70%,1:1,,,,,Oral,,,,,,,,,,,
Extractum Crataegi fluidum,Extractum Crataegi fluidum,Extract,,,,,,,,,"15-25°C, tightly closed, protect from light",,,,,,,,,,,NO,,,Природные,Жидкие,,Растительное сырье,NO,NO,NO,,,,,,,,,,,,,,NO,Crataegi fructus::100,Cardiotonic,,,,,,,Fluidum,Ethanol 70%,1:1,,,,,Oral,,,,,,,,,,,
Extractum Eleutherococci fluidum,Extractum Eleutherococci fluidum,Extract,,,,,,,,,"15-25°C, tightly closed, protect from light",,,,,,,,,,,NO,,,Природные,Жидкие,,Растительное сырье,NO,NO,NO,,,,,,,,,,,,,,NO,Eleutherococcus radix::100,Adaptogen,,,,,,,Fluidum,Ethanol 70%,1:1,,,,,Oral,,,,,,,,,,,
Extractum Echinaceae fluidum,Extractum Echinaceae fluidum,Extract,,,,,,,,,"15-25°C, tightly closed, protect from light",,,,,,,,,,,NO,,,Природные,Жидкие,,Растительное сырье,NO,NO,NO,,,,,,,,,,,,,,NO,Echinacea purpurea herba::100,Immunostimulant,,,,,,,Fluidum,Ethanol 70%,1:1,,,,,Oral,,,,,,,,,,,
Extractum Leonuri fluidum,Extractum Leonuri fluidum,Extract,,,,,,,,,"15-25°C, tightly closed, protect from light",,,,,,,,,,,NO,,,Природные,Жидкие,,Растительное сырье,NO,NO,NO,,,,,,,,,,,,,,NO,Leonurus cardiaca herba::100,Sedative,,,,,,,Fluidum,Ethanol 70%,1:1,,,,,Oral,,,,,,,,,,,
Extractum Glycyrrhizae siccum,Extractum Glycyrrhizae siccum,Extract,,,,,,,,,"15-25°C, tightly closed, protect from light",,,,,,,,,,,NO,,,Природные,Твердые,,Растительное сырье,NO,NO,NO,,,,,,,,,,,,,,NO,Glycyrrhizae radix::100,Expectorant,,,,,,,Siccum,Water,DER 4-6:1,,,,,Oral,,,,,,,,,,,
Extractum Hyperici siccum,Extractum Hyperici siccum,Extract,,,,,,,,,"15-25°C, tightly closed, protect from light",,,,,,,,,,,NO,,,Природные,Твердые,,Растительное сырье,NO,NO,NO,,,,,,,,,,,,,,NO,Hypericum herba::100,Antidepressant-like,,,,,,,Siccum,Ethanol/Water,DER 3-7:1,,,,,Oral,,,,,,,,,,,
Extractum Calendulae siccum,Extractum Calendulae siccum,Extract,,,,,,,,,"15-25°C, tightly closed, protect from light",,,,,,,,,,,NO,,,Природные,Твердые,,Растительное сырье,NO,NO,NO,,,,,,,,,,,,,,NO,Calendula flores::100,Antiseptic,,,,,,,Siccum,Ethanol/Water,DER 3-5:1,,,,,,,,,,,,,,,,
Unguentum Calendulae 10%,Unguentum Calendulae 10%,OintmentPhyto,,,,,,,,,"15-25°C, tightly closed, protect from light",,,,,,,,,,,NO,,,Природные,Мягкие,,Растительное сырье,NO,NO,NO,,,,,,,,,,,,,,NO,Calendula flores::100,,,,,,,,,,,,YES,Vaselinum,10%,External,Calendula extract/infusion incorporated into base.,,,,,,,,,,
Unguentum Hyperici 5%,Unguentum Hyperici 5%,OintmentPhyto,,,,,,,,,"15-25°C, tightly closed, protect from light",,,,,,,,,,,NO,,,Природные,Мягкие,,Растительное сырье,NO,NO,NO,,,,,,,,,,,,,,NO,Hypericum herba::100,,,,,,,,,,,,YES,Vaselinum,5%,External,Hypericum oil/extract in base.,,,,,,,,,,
Unguentum Arnicae 5%,Unguentum Arnicae 5%,OintmentPhyto,,,,,,,,,"15-25°C, tightly closed, protect from light",,,,,,,,,,,NO,,,Природные,Мягкие,,Растительное сырье,NO,NO,NO,,,,,,,,,,,,,,NO,Arnicae flores::100,,,,,,,,,,,,YES,Vaselinum,5%,External,Arnica tincture/extract thickened into base.,,,,,,,,,,
Unguentum Capsici 0.025%,Unguentum Capsici 0.025%,OintmentPhyto,,,,,,,,,"15-25°C, tightly closed, protect from light",,,,,,,,,,,NO,,,Природные,Мягкие,,Растительное сырье,NO,NO,NO,,,,,,,,,,,,,,NO,Capsici fructus::100,,,,,,,,,,,,YES,Vaselinum,0.025%,External,Capsicum tincture/extract; rubefacient.,,,,,,,,,,
Unguentum Salviae 5%,Unguentum Salviae 5%,OintmentPhyto,,,,,,,,,"15-25°C, tightly closed, protect from light",,,,,,,,,,,NO,,,Природные,Мягкие,,Растительное сырье,NO,NO,NO,,,,,,,,,,,,,,NO,Salvia folia::100,,,,,,,,,,,,YES,Lanolinum/Vaselinum,5%,External,Sage extract in base.,,,,,,,,,,
Unguentum Chamomillae 5%,Unguentum Chamomillae 5%,OintmentPhyto,,,,,,,,,"15-25°C, tightly closed, protect from light",,,,,,,,,,,NO,,,Природные,Мягкие,,Растительное сырье,NO,NO,NO,,,,,,,,,,,,,,NO,Chamomilla flores::100,,,,,,,,,,,,YES,Lanolinum/Vaselinum,5%,External,Chamomile extract in base.,,,,,,,,,,
Extractum Althaeae siccum,Extractum Althaeae siccum,Extract,,,,,,,,,"15-25°C, tightly closed, protect from light",,,,,,,,,,,NO,,,Природные,Твердые,,Растительное сырье,NO,NO,NO,,,,,,,,,,,,,,,Althaea radix::100,Demulcent,,,,,,,Siccum,Water,DER 3-5:1,,,,,,,,,,,,,,,,
Extractum Ginseng siccum,Extractum Ginseng siccum,Extract,,,,,,,,,"15-25°C, tightly closed, protect from light",,,,,,,,,,,NO,,,Природные,Твердые,,Растительное сырье,NO,NO,NO,,,,,,,,,,,,,,,Panax ginseng radix::100,Adaptogen,,,,,,,Siccum,Ethanol/Water,DER 5-10:1,,,,,,,,,,,,,,,,
Extractum Ginseng fluidum,Extractum Ginseng fluidum,Extract,,,,,,,,,"15-25°C, tightly closed, protect from light",,,,,,,,,,,NO,,,Природные,Жидкие,,Растительное сырье,NO,NO,NO,,,,,,,,,,,,,,,Panax ginseng radix::100,Adaptogen,,,,,,,Fluidum,Ethanol 70%,1:1,,,,,,,,,,,,,,,,
Extractum Urticae siccum,Extractum Urticae siccum,Extract,,,,,,,,,"15-25°C, tightly closed, protect from light",,,,,,,,,,,NO,,,Природные,Твердые,,Растительное сырье,NO,NO,NO,,,,,,,,,,,,,,,Urtica folia::100,Vitaminic,,,,,,,Siccum,Water,DER 4-6:1,,,,,,,,,,,,,,,,
Extractum Taraxaci siccum,Extractum Taraxaci siccum,Extract,,,,,,,,,"15-25°C, tightly closed, protect from light",,,,,,,,,,,NO,,,Природные,Твердые,,Растительное сырье,NO,NO,NO,,,,,,,,,,,,,,,Taraxaci radix::100,Cholagogue,,,,,,,Siccum,Water,DER 4-6:1,,,,,,,,,,,,,,,,
Extractum Salviae siccum,Extractum Salviae siccum,Extract,,,,,,,,,"15-25°C, tightly closed, protect from light",,,,,,,,,,,NO,,,Природные,Твердые,,Растительное сырье,NO,NO,NO,,,,,,,,,,,,,,,Salvia folia::100,Antiseptic,,,,,,,Siccum,Ethanol/Water,DER 3-6:1,,,,,,,,,,,,,,,,
Extractum Chamomillae siccum,Extractum Chamomillae siccum,Extract,,,,,,,,,"15-25°C, tightly closed, protect from light",,,,,,,,,,,NO,,,Природные,Твердые,,Растительное сырье,NO,NO,NO,,,,,,,,,,,,,,,Chamomilla flores::100,Anti-inflammatory,,,,,,,Siccum,Ethanol/Water,DER 3-6:1,,,,,,,,,,,,,,,,
